"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 07- 07","1,348.74","1,347.97","1,352.67","1,345.70","200.88K","0.07%"
"2020- 07- 08","1,350.47","1,349.08","1,355.81","1,345.84","193.22K","0.13%"
"2020- 07- 09","1,350.67","1,351.30","1,360.05","1,349.39","188.99K","0.01%"
"2020- 07- 10","1,356.23","1,350.67","1,360.46","1,349.78","151.66K","0.41%"
"2020- 07- 13","1,364.74","1,356.64","1,366.98","1,356.34","145.41K","0.63%"
"2020- 07- 14","1,373.09","1,365.43","1,376.75","1,364.90","185.87K","0.61%"
"2020- 07- 15","1,369.77","1,373.47","1,375.97","1,367.34","158.90K","-0.24%"
"2020- 07- 16","1,371.78","1,370.52","1,377.04","1,369.59","154.27K","0.15%"
"2020- 07- 17","1,375.05","1,372.04","1,379.54","1,370.20","140.85K","0.24%"
"2020- 07- 20","1,374.31","1,373.57","1,380.49","1,372.03","133.46K","-0.05%"
"2020- 07- 21","1,375.99","1,374.69","1,378.49","1,365.49","139.54K","0.12%"
"2020- 07- 22","1,384.94","1,376.31","1,388.20","1,375.29","142.84K","0.65%"
"2020- 07- 23","1,392.96","1,385.96","1,396.80","1,384.06","144.66K","0.58%"
"2020- 07- 24","1,400.23","1,393.78","1,402.49","1,391.81","150.34K","0.52%"
"2020- 07- 27","1,404.91","1,399.44","1,409.30","1,396.89","146.21K","0.33%"
"2020- 07- 28","1,405.05","1,405.56","1,409.19","1,399.99","156.52K","0.01%"
"2020- 07- 29","1,402.76","1,405.64","1,406.84","1,398.79","139.25K","-0.16%"
"2020- 07- 30","1,409.22","1,402.82","1,413.85","1,398.69","152.29K","0.46%"
"2020- 07- 31","1,405.69","1,409.47","1,417.46","1,404.74","160.40K","-0.25%"
"2020- 08- 03","1,402.61","1,407.35","1,409.43","1,398.14","138.05K","-0.22%"
"2020- 08- 04","1,408.10","1,402.98","1,410.11","1,400.44","127.64K","0.39%"
"2020- 08- 05","1,406.77","1,408.36","1,411.77","1,402.07","161.47K","-0.09%"
"2020- 08- 06","1,405.41","1,407.23","1,410.17","1,401.05","197.51K","-0.10%"
"2020- 08- 07","1,400.98","1,406.18","1,409.20","1,397.46","173.11K","-0.32%"
"2020- 08- 10","1,391.40","1,401.81","1,402.46","1,390.88","144.56K","-0.68%"
"2020- 08- 11","1,391.80","1,392.17","1,397.14","1,389.46","161.64K","0.03%"
"2020- 08- 12","1,394.08","1,392.51","1,399.23","1,389.08","142.48K","0.16%"
"2020- 08- 13","1,399.63","1,395.15","1,405.00","1,394.02","145.49K","0.40%"
"2020- 08- 14","1,405.46","1,400.14","1,406.72","1,396.90","130.51K","0.42%"
"2020- 08- 17","1,404.33","1,405.45","1,407.76","1,402.68","208.46K","-0.08%"
"2020- 08- 18","1,410.96","1,405.57","1,418.51","1,404.42","679.28K","0.47%"
"2020- 08- 19","1,398.71","1,412.27","1,415.66","1,397.96","404.51K","-0.87%"
"2020- 08- 20","1,405.58","1,399.66","1,410.23","1,399.13","179.44K","0.49%"
"2020- 08- 21","1,405.63","1,405.84","1,410.27","1,400.72","163.12K","0.00%"
"2020- 08- 24","1,401.07","1,405.27","1,407.85","1,400.37","147.02K","-0.32%"
"2020- 08- 25","1,404.99","1,401.64","1,407.01","1,398.32","164.56K","0.28%"
"2020- 08- 26","1,401.01","1,405.38","1,406.68","1,397.36","174.71K","-0.28%"
"2020- 08- 27","1,403.67","1,401.67","1,409.93","1,394.37","169.66K","0.19%"
"2020- 08- 28","1,405.13","1,403.94","1,411.41","1,400.39","171.95K","0.10%"
"2020- 08- 31","1,417.93","1,404.81","1,421.15","1,404.44","145.31K","0.91%"
"2020- 09- 01","1,411.87","1,418.15","1,423.44","1,410.89","179.80K","-0.43%"
"2020- 09- 02","1,409.48","1,412.14","1,414.95","1,403.83","177.24K","-0.17%"
"2020- 09- 03","1,411.78","1,409.95","1,414.34","1,401.10","175.20K","0.16%"
"2020- 09- 04","1,405.41","1,412.20","1,413.26","1,402.63","174.49K","-0.45%"
"2020- 09- 07","1,403.00","1,405.08","1,408.15","1,402.02","133.24K","-0.17%"
"2020- 09- 08","1,401.34","1,403.59","1,405.46","1,399.69","180.92K","-0.12%"
"2020- 09- 09","1,398.29","1,402.20","1,403.05","1,395.43","180.02K","-0.22%"
"2020- 09- 10","1,403.51","1,398.56","1,412.64","1,397.79","172.68K","0.37%"
"2020- 09- 11","1,407.06","1,403.87","1,409.23","1,402.97","150.79K","0.25%"
"2020- 09- 14","1,402.22","1,406.58","1,408.13","1,400.80","115.14K","-0.34%"
"2020- 09- 15","1,397.43","1,402.78","1,404.76","1,396.20","134.81K","-0.34%"
"2020- 09- 16","1,385.64","1,398.19","1,399.30","1,381.13","164.06K","-0.84%"
"2020- 09- 17","1,385.15","1,385.98","1,388.20","1,379.90","186.26K","-0.04%"
"2020- 09- 18","1,378.79","1,385.92","1,387.43","1,373.45","171.65K","-0.46%"
"2020- 09- 21","1,369.45","1,380.29","1,380.97","1,368.17","217.52K","-0.68%"
"2020- 09- 22","1,362.12","1,371.07","1,371.89","1,359.86","208.07K","-0.54%"
"2020- 09- 23","1,364.86","1,362.45","1,368.14","1,358.32","222.21K","0.20%"
"2020- 09- 24","1,364.57","1,365.24","1,370.67","1,362.82","220.75K","-0.02%"
"2020- 09- 25","1,365.73","1,365.39","1,370.73","1,363.51","190.95K","0.09%"
"2020- 09- 28","1,361.01","1,366.82","1,367.30","1,360.77","138.88K","-0.35%"
"2020- 09- 29","1,372.32","1,361.83","1,373.34","1,360.96","157.81K","0.83%"
"2020- 09- 30","1,364.21","1,372.66","1,374.45","1,363.47","174.64K","-0.59%"
"2020- 10- 01","1,365.98","1,365.09","1,368.85","1,361.90","203.53K","0.13%"
"2020- 10- 02","1,366.16","1,366.33","1,369.99","1,361.50","213.62K","0.01%"
"2020- 10- 05","1,363.20","1,366.50","1,368.07","1,361.60","156.22K","-0.22%"
"2020- 10- 06","1,366.04","1,363.64","1,371.13","1,362.44","197.51K","0.21%"
"2020- 10- 07","1,360.94","1,366.86","1,369.30","1,358.92","190.07K","-0.37%"
"2020- 10- 08","1,353.48","1,361.31","1,363.70","1,351.29","195.89K","-0.55%"
"2020- 10- 09","1,352.10","1,353.78","1,355.69","1,347.77","148.54K","-0.10%"
"2020- 10- 12","1,355.88","1,351.68","1,360.78","1,349.21","164.53K","0.28%"
"2020- 10- 13","1,348.56","1,356.59","1,359.13","1,347.46","183.24K","-0.54%"
"2020- 10- 14","1,347.43","1,349.38","1,350.77","1,341.55","181.49K","-0.08%"
"2020- 10- 15","1,340.50","1,347.68","1,349.24","1,339.44","170.30K","-0.51%"
"2020- 10- 16","1,338.35","1,340.83","1,344.78","1,336.47","176.43K","-0.16%"
"2020- 10- 19","1,341.39","1,338.84","1,344.69","1,335.22","153.94K","0.23%"
"2020- 10- 20","1,345.58","1,342.38","1,349.11","1,339.45","154.67K","0.31%"
"2020- 10- 21","1,342.97","1,346.26","1,348.84","1,339.75","181.75K","-0.19%"
"2020- 10- 22","1,340.92","1,344.13","1,346.81","1,339.79","167.29K","-0.15%"
"2020- 10- 23","1,337.64","1,341.46","1,342.99","1,332.78","170.35K","-0.24%"
"2020- 10- 26","1,337.07","1,338.11","1,340.63","1,333.25","161.06K","-0.04%"
"2020- 10- 27","1,331.90","1,337.49","1,338.69","1,329.48","167.84K","-0.39%"
"2020- 10- 28","1,332.98","1,332.09","1,335.23","1,327.06","203.39K","0.08%"
"2020- 10- 29","1,319.23","1,333.29","1,335.02","1,319.10","233.20K","-1.03%"
"2020- 10- 30","1,323.67","1,319.93","1,327.89","1,316.66","214.93K","0.34%"
"2020- 11- 02","1,318.64","1,325.06","1,325.34","1,317.80","167.85K","-0.38%"
"2020- 11- 03","1,324.89","1,319.16","1,328.68","1,317.77","172.26K","0.47%"
"2020- 11- 04","1,321.94","1,325.36","1,337.24","1,318.31","271.92K","-0.22%"
"2020- 11- 05","1,328.03","1,324.25","1,331.78","1,322.53","234.02K","0.46%"
"2020- 11- 06","1,331.33","1,328.18","1,334.73","1,323.37","228.36K","0.25%"
"2020- 11- 09","1,321.72","1,332.99","1,334.74","1,318.43","246.40K","-0.72%"
"2020- 11- 10","1,319.71","1,322.35","1,325.06","1,314.94","261.88K","-0.15%"
"2020- 11- 11","1,310.06","1,320.03","1,321.61","1,308.22","225.42K","-0.73%"
"2020- 11- 12","1,315.98","1,310.29","1,318.02","1,308.44","223.92K","0.45%"
"2020- 11- 13","1,310.54","1,316.40","1,318.58","1,309.00","199.14K","-0.41%"
"2020- 11- 16","1,312.17","1,310.66","1,316.08","1,307.98","169.65K","0.12%"
"2020- 11- 17","1,311.09","1,312.43","1,316.16","1,309.60","179.46K","-0.08%"
"2020- 11- 18","1,311.03","1,311.79","1,314.03","1,308.33","226.17K","0.00%"
"2020- 11- 19","1,322.17","1,311.79","1,324.40","1,310.60","222.80K","0.85%"
"2020- 11- 20","1,321.55","1,322.98","1,326.94","1,319.56","192.38K","-0.05%"
"2020- 11- 23","1,318.40","1,321.70","1,325.41","1,316.58","180.18K","-0.24%"
"2020- 11- 24","1,320.08","1,319.10","1,321.81","1,314.20","197.03K","0.13%"
"2020- 11- 25","1,317.83","1,320.55","1,322.43","1,314.51","198.50K","-0.17%"
"2020- 11- 26","1,316.95","1,318.15","1,320.88","1,315.66","161.64K","-0.07%"
"2020- 11- 27","1,321.12","1,317.49","1,323.51","1,314.72","132.32K","0.32%"
"2020- 11- 30","1,323.20","1,321.35","1,328.79","1,320.28","148.10K","0.16%"
"2020- 12- 01","1,334.62","1,324.02","1,336.43","1,320.37","173.07K","0.86%"
"2020- 12- 02","1,332.45","1,335.28","1,336.57","1,326.84","176.43K","-0.16%"
"2020- 12- 03","1,326.00","1,332.94","1,334.27","1,322.24","187.52K","-0.48%"
"2020- 12- 04","1,313.53","1,326.43","1,328.43","1,311.99","187.87K","-0.94%"
"2020- 12- 07","1,311.83","1,314.57","1,318.40","1,310.24","178.74K","-0.13%"
"2020- 12- 08","1,312.79","1,313.36","1,317.94","1,310.96","196.47K","0.07%"
"2020- 12- 09","1,312.47","1,314.13","1,317.75","1,310.63","172.28K","-0.02%"
"2020- 12- 10","1,317.42","1,313.82","1,322.90","1,310.67","140.39K","0.38%"
"2020- 12- 11","1,322.12","1,319.70","1,330.11","1,317.94","128.41K","0.36%"
"2020- 12- 14","1,327.31","1,324.46","1,330.92","1,320.22","131.68K","0.39%"
"2020- 12- 15","1,323.77","1,327.79","1,332.33","1,323.07","162.19K","-0.27%"
"2020- 12- 16","1,332.35","1,324.14","1,336.63","1,322.17","184.54K","0.65%"
"2020- 12- 17","1,340.69","1,334.71","1,343.65","1,332.13","161.00K","0.63%"
"2020- 12- 18","1,347.30","1,342.13","1,348.89","1,339.43","145.24K","0.49%"
"2020- 12- 21","1,349.63","1,345.98","1,355.59","1,339.93","204.11K","0.17%"
"2020- 12- 22","1,349.53","1,352.11","1,356.90","1,345.98","220.56K","-0.01%"
"2020- 12- 23","1,348.45","1,350.03","1,354.22","1,345.33","236.20K","-0.08%"
"2020- 12- 24","1,342.29","1,348.94","1,350.73","1,342.06","172.29K","-0.46%"
"2020- 12- 25","1,341.31","1,343.81","1,344.53","1,339.13","16.20K","-0.07%"
"2020- 12- 28","1,338.28","1,342.31","1,345.76","1,336.38","112.98K","-0.23%"
"2020- 12- 29","1,336.11","1,340.57","1,343.30","1,334.48","148.71K","-0.16%"
"2020- 12- 30","1,337.23","1,337.56","1,340.48","1,329.81","155.33K","0.08%"
"2020- 12- 31","1,324.46","1,338.44","1,340.41","1,325.31","132.39K","-0.95%"
"2021- 01- 01","1,316.54","1,326.31","1,326.57","1,317.97","0.56K","-0.60%"
"2021- 01- 04","1,330.72","1,327.96","1,333.85","1,323.12","154.59K","1.08%"
"2021- 01- 05","1,335.86","1,331.20","1,338.89","1,327.72","166.18K","0.39%"
"2021- 01- 06","1,340.87","1,337.07","1,343.07","1,333.77","168.12K","0.38%"
"2021- 01- 07","1,342.68","1,341.21","1,346.01","1,336.89","169.82K","0.13%"
"2021- 01- 08","1,335.34","1,343.12","1,345.80","1,333.52","157.63K","-0.55%"
"2021- 01- 11","1,333.02","1,335.33","1,340.03","1,331.37","186.12K","-0.17%"
"2021- 01- 12","1,335.81","1,333.43","1,339.81","1,332.39","173.14K","0.21%"
"2021- 01- 13","1,333.77","1,336.40","1,340.18","1,332.75","156.81K","-0.15%"
"2021- 01- 14","1,332.15","1,335.04","1,340.66","1,328.47","155.05K","-0.12%"
"2021- 01- 15","1,332.53","1,332.56","1,336.97","1,330.60","157.65K","0.03%"
"2021- 01- 18","1,331.40","1,334.51","1,338.09","1,331.29","139.72K","-0.08%"
"2021- 01- 19","1,335.61","1,333.63","1,339.62","1,330.61","152.47K","0.32%"
"2021- 01- 20","1,327.02","1,337.09","1,339.24","1,327.78","171.14K","-0.64%"
"2021- 01- 21","1,336.57","1,328.45","1,339.83","1,327.72","173.81K","0.72%"
"2021- 01- 22","1,344.95","1,338.01","1,348.63","1,336.96","165.01K","0.63%"
"2021- 01- 25","1,338.20","1,345.21","1,346.22","1,336.12","166.27K","-0.50%"
"2021- 01- 26","1,338.62","1,338.56","1,343.35","1,336.27","167.21K","0.03%"
"2021- 01- 27","1,342.25","1,340.10","1,345.44","1,335.96","211.75K","0.27%"
"2021- 01- 28","1,348.49","1,342.30","1,356.35","1,340.23","260.77K","0.46%"
"2021- 01- 29","1,356.37","1,349.42","1,359.05","1,347.73","238.66K","0.58%"
"2021- 02- 01","1,346.40","1,357.78","1,359.31","1,346.41","208.18K","-0.74%"
"2021- 02- 02","1,343.02","1,347.64","1,350.85","1,339.93","226.60K","-0.25%"
"2021- 02- 03","1,339.83","1,343.46","1,344.76","1,337.97","199.90K","-0.24%"
"2021- 02- 04","1,339.74","1,340.15","1,346.16","1,338.42","173.30K","-0.01%"
"2021- 02- 05","1,344.81","1,340.07","1,348.69","1,338.46","164.58K","0.38%"
"2021- 02- 08","1,344.09","1,346.01","1,350.83","1,344.20","201.05K","-0.05%"
"2021- 02- 09","1,346.05","1,346.19","1,350.75","1,343.32","188.53K","0.15%"
"2021- 02- 10","1,339.40","1,346.43","1,349.56","1,338.32","178.15K","-0.49%"
"2021- 02- 11","1,336.65","1,340.83","1,342.61","1,336.40","142.56K","-0.21%"
"2021- 02- 12","1,336.12","1,338.08","1,341.17","1,335.41","137.44K","-0.04%"
"2021- 02- 15","1,335.67","1,338.83","1,340.70","1,335.53","127.98K","-0.03%"
"2021- 02- 16","1,339.52","1,336.94","1,343.41","1,332.09","176.72K","0.29%"
"2021- 02- 17","1,330.82","1,340.84","1,343.00","1,330.79","186.58K","-0.65%"
"2021- 02- 18","1,338.09","1,332.01","1,341.25","1,328.59","180.87K","0.55%"
"2021- 02- 19","1,338.04","1,338.46","1,342.93","1,335.57","183.14K","0.00%"
"2021- 02- 22","1,351.03","1,340.15","1,353.58","1,337.59","160.98K","0.97%"
"2021- 02- 23","1,348.70","1,352.45","1,354.94","1,347.42","201.14K","-0.17%"
"2021- 02- 24","1,346.55","1,348.87","1,353.16","1,344.15","179.71K","-0.16%"
"2021- 02- 25","1,362.21","1,347.32","1,367.16","1,345.18","238.77K","1.16%"
"2021- 02- 26","1,356.98","1,363.24","1,370.07","1,356.78","235.20K","-0.38%"
"2021- 03- 01","1,341.23","1,358.76","1,361.31","1,340.71","212.22K","-1.16%"
"2021- 03- 02","1,360.02","1,341.69","1,361.61","1,327.76","226.21K","1.40%"
"2021- 03- 03","1,358.24","1,360.59","1,361.86","1,346.61","216.50K","-0.13%"
"2021- 03- 04","1,353.20","1,359.68","1,366.22","1,350.89","262.78K","-0.37%"
"2021- 03- 05","1,344.24","1,353.61","1,361.57","1,341.85","255.68K","-0.66%"
"2021- 03- 08","1,351.08","1,345.36","1,356.33","1,343.74","212.03K","0.51%"
"2021- 03- 09","1,350.32","1,352.49","1,356.73","1,348.29","208.05K","-0.06%"
"2021- 03- 10","1,354.57","1,351.73","1,360.61","1,350.56","210.06K","0.31%"
"2021- 03- 11","1,354.61","1,355.99","1,360.04","1,349.75","240.84K","0.00%"
"2021- 03- 12","1,357.75","1,355.09","1,360.04","1,349.78","244.06K","0.23%"
"2021- 03- 15","1,350.67","1,358.34","1,360.41","1,348.68","189.83K","-0.52%"
"2021- 03- 16","1,343.51","1,351.38","1,354.50","1,343.23","232.23K","-0.53%"
"2021- 03- 17","1,342.99","1,344.84","1,353.47","1,341.64","230.45K","-0.04%"
"2021- 03- 18","1,343.71","1,343.93","1,347.87","1,339.79","216.28K","0.05%"
"2021- 03- 19","1,343.99","1,344.31","1,350.88","1,340.98","231.26K","0.02%"
"2021- 03- 22","1,343.66","1,343.96","1,347.95","1,339.56","191.73K","-0.02%"
"2021- 03- 23","1,342.32","1,344.25","1,347.98","1,339.80","227.38K","-0.10%"
"2021- 03- 24","1,340.54","1,343.25","1,345.04","1,336.67","261.62K","-0.13%"
"2021- 03- 25","1,335.36","1,341.25","1,342.71","1,334.18","226.16K","-0.39%"
"2021- 03- 26","1,330.82","1,335.56","1,337.96","1,329.29","186.72K","-0.34%"
"2021- 03- 29","1,330.94","1,331.59","1,337.78","1,330.36","129.68K","0.01%"
"2021- 03- 30","1,326.72","1,332.34","1,335.51","1,327.21","148.37K","-0.32%"
"2021- 03- 31","1,321.94","1,328.06","1,329.97","1,321.03","177.57K","-0.36%"
"2021- 04- 01","1,329.07","1,323.10","1,330.64","1,319.88","200.61K","0.54%"
"2021- 04- 02","1,327.51","1,329.46","1,331.36","1,325.19","92.88K","-0.12%"
"2021- 04- 05","1,327.77","1,328.57","1,329.61","1,323.43","85.34K","0.02%"
"2021- 04- 06","1,329.01","1,329.01","1,330.18","1,320.53","152.01K","0.09%"
"2021- 04- 07","1,328.29","1,329.32","1,331.93","1,322.94","204.76K","-0.05%"
"2021- 04- 08","1,329.18","1,328.16","1,332.86","1,323.85","175.28K","0.07%"
"2021- 04- 09","1,334.08","1,330.44","1,335.89","1,326.34","135.79K","0.37%"
"2021- 04- 12","1,338.95","1,333.11","1,341.92","1,332.87","179.79K","0.37%"
"2021- 04- 13","1,339.70","1,340.26","1,342.24","1,335.08","158.51K","0.06%"
"2021- 04- 14","1,336.84","1,340.03","1,343.61","1,330.53","192.88K","-0.21%"
"2021- 04- 15","1,336.11","1,337.28","1,340.87","1,332.78","260.24K","-0.05%"
"2021- 04- 16","1,337.90","1,336.54","1,341.11","1,332.43","230.11K","0.13%"
"2021- 04- 19","1,342.08","1,338.19","1,343.95","1,331.80","171.44K","0.31%"
"2021- 04- 20","1,344.42","1,342.52","1,347.55","1,338.81","237.90K","0.17%"
"2021- 04- 21","1,343.42","1,345.08","1,347.33","1,341.38","246.45K","-0.07%"
"2021- 04- 22","1,344.23","1,343.95","1,348.92","1,341.73","245.83K","0.06%"
"2021- 04- 23","1,348.70","1,346.01","1,350.97","1,342.34","206.46K","0.33%"
"2021- 04- 26","1,341.11","1,348.58","1,351.07","1,339.72","186.49K","-0.56%"
"2021- 04- 27","1,345.90","1,341.52","1,347.10","1,338.32","251.50K","0.36%"
"2021- 04- 28","1,345.51","1,346.24","1,348.01","1,341.11","216.98K","-0.03%"
"2021- 04- 29","1,342.23","1,346.06","1,347.92","1,340.80","238.13K","-0.24%"
"2021- 04- 30","1,342.60","1,342.21","1,349.08","1,341.04","217.41K","0.03%"
"2021- 05- 03","1,351.24","1,344.77","1,356.01","1,341.95","125.26K","0.64%"
"2021- 05- 04","1,352.39","1,351.66","1,356.48","1,347.67","211.98K","0.09%"
"2021- 05- 05","1,350.27","1,352.82","1,354.83","1,348.49","272.14K","-0.16%"
"2021- 05- 06","1,351.51","1,350.58","1,355.83","1,348.49","244.69K","0.09%"
"2021- 05- 07","1,351.59","1,351.94","1,357.65","1,349.32","200.77K","0.01%"
"2021- 05- 10","1,354.42","1,353.48","1,358.13","1,351.36","208.24K","0.21%"
"2021- 05- 11","1,358.76","1,354.71","1,365.44","1,353.27","278.81K","0.32%"
"2021- 05- 12","1,367.32","1,360.28","1,368.94","1,358.42","263.30K","0.63%"
"2021- 05- 13","1,360.86","1,367.53","1,370.94","1,360.35","230.07K","-0.47%"
"2021- 05- 14","1,366.71","1,361.28","1,370.38","1,359.28","187.37K","0.43%"
"2021- 05- 17","1,381.24","1,367.56","1,386.10","1,367.19","168.67K","1.06%"
"2021- 05- 18","1,377.11","1,381.68","1,385.31","1,374.13","217.72K","-0.30%"
"2021- 05- 19","1,376.87","1,377.51","1,383.89","1,373.01","226.43K","-0.02%"
"2021- 05- 20","1,378.68","1,376.97","1,381.94","1,375.67","244.88K","0.13%"
"2021- 05- 21","1,373.34","1,379.31","1,380.90","1,369.45","213.09K","-0.39%"
"2021- 05- 24","1,372.22","1,373.55","1,377.64","1,371.08","177.58K","-0.08%"
"2021- 05- 25","1,374.89","1,372.43","1,379.52","1,369.93","227.07K","0.19%"
"2021- 05- 26","1,361.15","1,375.27","1,376.59","1,360.19","206.29K","-1.00%"
"2021- 05- 27","1,363.85","1,361.59","1,366.40","1,360.10","218.35K","0.20%"
"2021- 05- 28","1,356.96","1,364.18","1,364.99","1,353.83","191.84K","-0.51%"
"2021- 05- 31","1,352.79","1,357.98","1,361.97","1,348.96","119.17K","-0.31%"
"2021- 06- 01","1,353.27","1,354.85","1,358.23","1,350.31","166.74K","0.04%"
"2021- 06- 02","1,356.32","1,353.88","1,361.30","1,352.02","188.54K","0.23%"
"2021- 06- 03","1,353.60","1,356.77","1,360.36","1,353.09","186.09K","-0.20%"
"2021- 06- 04","1,350.94","1,354.04","1,357.42","1,348.91","176.58K","-0.20%"
"2021- 06- 07","1,353.73","1,351.47","1,357.62","1,349.46","132.30K","0.21%"
"2021- 06- 08","1,360.38","1,354.00","1,362.42","1,352.03","178.92K","0.49%"
"2021- 06- 09","1,358.59","1,360.60","1,362.83","1,355.47","180.96K","-0.13%"
"2021- 06- 10","1,353.58","1,360.57","1,363.26","1,353.42","205.32K","-0.37%"
"2021- 06- 11","1,351.51","1,354.09","1,356.16","1,349.71","191.19K","-0.15%"
"2021- 06- 14","1,352.60","1,352.15","1,357.91","1,348.83","136.11K","0.08%"
"2021- 06- 15","1,355.38","1,354.09","1,357.98","1,352.70","176.82K","0.21%"
"2021- 06- 16","1,358.55","1,355.69","1,366.59","1,349.30","204.06K","0.23%"
"2021- 06- 17","1,350.50","1,358.81","1,359.99","1,347.78","212.00K","-0.59%"
"2021- 06- 18","1,346.04","1,350.94","1,352.43","1,344.31","213.09K","-0.33%"
"2021- 06- 21","1,347.95","1,347.31","1,353.64","1,344.81","205.76K","0.14%"
"2021- 06- 22","1,353.26","1,348.39","1,356.81","1,345.40","203.00K","0.39%"
"2021- 06- 23","1,354.50","1,353.68","1,359.44","1,350.58","192.54K","0.09%"
"2021- 06- 24","1,349.02","1,354.94","1,358.58","1,348.05","194.79K","-0.40%"
"2021- 06- 25","1,344.99","1,350.55","1,351.98","1,344.14","146.50K","-0.30%"
"2021- 06- 28","1,347.46","1,345.47","1,352.03","1,344.34","140.19K","0.18%"
"2021- 06- 29","1,346.06","1,347.90","1,350.14","1,343.17","182.23K","-0.10%"
"2021- 06- 30","1,340.18","1,346.49","1,348.17","1,338.18","190.00K","-0.44%"
"2021- 07- 01","1,343.95","1,340.53","1,346.81","1,337.59","182.10K","0.28%"
"2021- 07- 02","1,340.96","1,344.39","1,348.25","1,339.93","182.22K","-0.22%"
"2021- 07- 05","1,340.79","1,341.32","1,344.18","1,337.42","115.19K","-0.01%"
"2021- 07- 06","1,343.87","1,341.22","1,347.24","1,339.51","243.16K","0.23%"
"2021- 07- 07","1,345.71","1,344.30","1,350.71","1,341.93","232.30K","0.14%"
"2021- 07- 08","1,357.79","1,346.11","1,366.00","1,343.70","187.90K","0.90%"
"2021- 07- 09","1,357.95","1,358.23","1,361.84","1,355.28","170.92K","0.01%"
"2021- 07- 12","1,359.25","1,359.71","1,363.84","1,357.19","188.82K","0.10%"
"2021- 07- 13","1,353.94","1,360.79","1,362.07","1,352.50","189.86K","-0.39%"
"2021- 07- 14","1,354.18","1,354.38","1,359.41","1,351.84","174.29K","0.02%"
"2021- 07- 15","1,348.45","1,354.58","1,358.64","1,345.22","151.40K","-0.42%"
"2021- 07- 16","1,347.55","1,348.89","1,351.33","1,343.79","182.11K","-0.07%"
"2021- 07- 19","1,357.75","1,349.06","1,363.40","1,348.36","171.20K","0.76%"
"2021- 07- 20","1,351.60","1,359.26","1,360.37","1,350.56","210.23K","-0.45%"
"2021- 07- 21","1,355.27","1,353.01","1,361.17","1,351.32","152.76K","0.27%"
"2021- 07- 22","1,354.20","1,355.70","1,359.85","1,350.84","185.09K","-0.08%"
"2021- 07- 23","1,355.22","1,354.68","1,359.00","1,351.06","190.68K","0.08%"
"2021- 07- 26","1,359.88","1,356.96","1,364.29","1,355.06","142.44K","0.34%"
"2021- 07- 27","1,362.67","1,360.31","1,371.23","1,355.86","200.20K","0.21%"
"2021- 07- 28","1,362.15","1,364.20","1,368.60","1,360.49","227.77K","-0.04%"
"2021- 07- 29","1,358.71","1,362.58","1,364.64","1,355.73","214.00K","-0.25%"
"2021- 07- 30","1,366.72","1,359.15","1,370.64","1,357.82","245.56K","0.59%"
"2021- 08- 02","1,364.92","1,366.59","1,370.13","1,364.06","130.27K","-0.13%"
"2021- 08- 03","1,362.05","1,365.35","1,369.84","1,361.24","177.52K","-0.21%"
"2021- 08- 04","1,354.82","1,362.51","1,364.69","1,352.86","203.11K","-0.53%"
"2021- 08- 05","1,351.91","1,355.26","1,357.17","1,350.02","204.59K","-0.21%"
"2021- 08- 06","1,346.44","1,352.56","1,354.54","1,346.08","180.94K","-0.40%"
"2021- 08- 09","1,346.10","1,347.84","1,350.17","1,343.72","166.14K","-0.03%"
"2021- 08- 10","1,350.73","1,346.55","1,352.56","1,344.82","237.46K","0.34%"
"2021- 08- 11","1,354.43","1,351.17","1,360.49","1,349.89","187.13K","0.27%"
"2021- 08- 12","1,364.06","1,354.86","1,368.97","1,353.55","193.86K","0.71%"
"2021- 08- 13","1,369.37","1,364.15","1,375.59","1,361.06","165.66K","0.39%"
"2021- 08- 16","1,372.35","1,370.90","1,377.36","1,369.69","151.49K","0.22%"
"2021- 08- 17","1,378.50","1,372.78","1,388.42","1,371.43","183.12K","0.45%"
"2021- 08- 18","1,370.11","1,378.78","1,381.69","1,367.58","171.72K","-0.61%"
"2021- 08- 19","1,373.19","1,370.64","1,378.02","1,368.64","207.98K","0.22%"
"2021- 08- 20","1,374.46","1,373.51","1,384.03","1,368.20","174.80K","0.09%"
"2021- 08- 23","1,372.65","1,374.33","1,377.57","1,370.79","147.83K","-0.13%"
"2021- 08- 24","1,367.64","1,373.19","1,375.71","1,367.22","174.84K","-0.36%"
"2021- 08- 25","1,369.87","1,367.96","1,372.96","1,366.91","203.54K","0.16%"
"2021- 08- 26","1,375.37","1,370.31","1,378.68","1,368.59","204.49K","0.40%"
"2021- 08- 27","1,369.44","1,375.82","1,380.28","1,369.19","207.66K","-0.43%"
"2021- 08- 30","1,373.34","1,370.73","1,378.04","1,370.39","104.66K","0.28%"
"2021- 08- 31","1,368.11","1,375.61","1,377.50","1,365.33","173.57K","-0.38%"
"2021- 09- 01","1,367.85","1,368.60","1,371.67","1,363.15","211.92K","-0.02%"
"2021- 09- 02","1,374.95","1,368.92","1,377.17","1,367.77","207.44K","0.52%"
"2021- 09- 03","1,371.52","1,375.40","1,377.23","1,369.71","262.43K","-0.25%"
"2021- 09- 06","1,373.18","1,372.92","1,377.76","1,370.94","131.11K","0.12%"
"2021- 09- 07","1,375.55","1,373.75","1,382.81","1,371.18","200.42K","0.17%"
"2021- 09- 08","1,378.03","1,376.11","1,383.10","1,375.11","208.40K","0.18%"
