state,enter_price,enter_time,exit_price,ror,fiat_money,bin btc price (usdt),up btc price (krw),exchage rate(usd),kimch premium,pred premium(official)
True,57852000.0,2021-02-20,55906.0,1.0207099032442324,21173785.188989557,55906.0,57852000.0,1107.08,-0.06528125480232516,0.0324315592592613
False,55841.19,2021-02-21,63649000.0,1.0947488664248888,23179977.333570417,55841.19,63649000.0,1107.08,0.02957482560054392,0.0324315592592613
True,64260000.0,2021-02-22,57412.35,1.0947488664248888,23179977.333570417,57412.35,64260000.0,1106.02,0.011981136218638833,0.0326033018560039
False,54087.67,2021-02-23,65416000.0,1.0740346428816847,24896098.67746685,54087.67,65416000.0,1112.58,0.08706237116889715,0.0315404420120118
True,55106000.0,2021-02-25,49676.21,1.0740346428816847,24896098.67746685,49676.21,55106000.0,1107.54,0.0015923835139430853,0.0323570294531277
False,47073.73,2021-02-26,56501000.0,1.0765062285384892,26800805.292601906,47073.73,56501000.0,1119.47,0.07217348452848849,0.0304241151331848
True,51798000.0,2021-03-02,49595.76,1.0765062285384892,26800805.292601906,49595.76,51798000.0,1113.53,-0.06207843901075727,0.0313865217602142
False,48436.61,2021-03-03,56438000.0,1.110481941287441,29761810.289395284,48436.61,56438000.0,1125.29,0.03546021237666763,0.0294811510642773
True,56007000.0,2021-03-04,50349.37,1.110481941287441,29761810.289395284,50349.37,56007000.0,1127.05,-0.01302742227609699,0.0291959935451575
False,48374.09,2021-03-05,57933000.0,1.071761551873207,31897563.98231827,48374.09,57933000.0,1131.03,0.05886132456148441,0.0285511487007842
True,56410000.0,2021-03-06,48746.81,1.071761551873207,31897563.98231827,48746.81,56410000.0,1131.03,0.02314167423122071,0.0285511487007842
False,58976.08,2021-03-15,70615000.0,1.0298138939745718,32848554.572934225,58976.08,70615000.0,1136.5,0.05354143494660746,0.0276648920930653
True,64490000.0,2021-03-17,56900.74,1.0298138939745718,32848554.572934225,56900.74,64490000.0,1129.93,0.0030507870067746357,0.0287293721502341
False,57641.0,2021-03-19,68494000.0,1.0434626108156069,34276238.51619289,57641.0,68494000.0,1128.25,0.05321171352593734,0.0290015679639394
True,67139000.0,2021-03-20,58030.01,1.0434626108156069,34276238.51619289,58030.01,67139000.0,1128.25,0.025455646451300273,0.0290015679639394
False,57351.56,2021-03-22,67849000.0,1.017721299473377,34883658.00375925,57351.56,67849000.0,1129.47,0.047426399177104894,0.0288039019563677
True,63334000.0,2021-03-27,55025.59,1.017721299473377,34883658.00375925,55025.59,63334000.0,1135.24,0.013875257793745543,0.0278690389533442
False,55817.14,2021-03-28,65660000.0,1.0174360045094757,35491889.622019805,55817.14,65660000.0,1135.24,0.036204832506904205,0.0278690389533442
True,59850000.0,2021-04-27,54001.38,1.0174360045094757,35491889.622019805,54001.38,59850000.0,1110.44,-0.001922652297217109,0.0318871676318507
False,55011.97,2021-04-28,64198000.0,1.0484562828038015,37211694.66278571,55011.97,64198000.0,1113.43,0.04809676929262108,0.0314027238919824
